Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/tdc_hit_data_sync[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/sync_fifo_empty,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/matched_data[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/match_valid,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/ram_data_out[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/waddr[9:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/raddr[9:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/saddr[9:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/ram_empty,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/ram_full,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/ram_read,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/state[4:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/next[4:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/in_range_keep,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/in_range_match,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/trigger_matching_inst/in_range_search
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
732,732,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
733,733,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
734,734,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
735,735,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
736,736,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
737,737,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
738,738,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
739,739,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
740,740,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
741,741,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
742,742,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
743,743,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
744,744,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
745,745,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
746,746,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
747,747,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
748,748,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
749,749,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
750,750,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
751,751,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
752,752,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
753,753,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
754,754,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
755,755,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
756,756,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
757,757,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
758,758,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
759,759,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
760,760,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
761,761,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
762,762,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
763,763,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
764,764,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
765,765,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
766,766,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
767,767,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
768,768,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
769,769,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
770,770,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
771,771,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
772,772,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
773,773,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
774,774,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
775,775,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
776,776,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
777,777,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
778,778,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
779,779,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
780,780,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
781,781,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
782,782,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
783,783,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
784,784,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
785,785,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
786,786,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
787,787,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
788,788,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
789,789,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
790,790,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
791,791,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
792,792,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
793,793,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
794,794,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
795,795,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
796,796,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
797,797,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
798,798,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
799,799,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
800,800,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
801,801,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
802,802,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
803,803,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
804,804,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
805,805,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
806,806,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
807,807,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
808,808,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
809,809,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
810,810,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
811,811,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
812,812,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
813,813,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
814,814,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
815,815,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
816,816,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
817,817,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
818,818,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
819,819,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
820,820,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
821,821,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
822,822,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
823,823,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
824,824,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
825,825,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
826,826,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
827,827,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
828,828,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
829,829,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
830,830,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
831,831,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
832,832,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
833,833,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
834,834,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
835,835,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
836,836,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
837,837,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
838,838,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
839,839,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
840,840,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
841,841,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
842,842,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
843,843,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
844,844,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
845,845,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
846,846,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
847,847,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
848,848,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
849,849,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
850,850,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
851,851,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
852,852,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
853,853,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
854,854,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
855,855,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
856,856,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
857,857,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
858,858,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
859,859,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
860,860,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
861,861,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
862,862,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
863,863,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
864,864,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
865,865,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
866,866,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
867,867,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
868,868,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
869,869,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
870,870,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
871,871,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
872,872,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
873,873,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
874,874,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
875,875,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
876,876,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
877,877,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
878,878,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
879,879,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
880,880,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
881,881,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
882,882,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
883,883,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
884,884,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
885,885,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
886,886,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
887,887,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
888,888,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
889,889,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
890,890,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
891,891,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
892,892,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
893,893,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
894,894,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
895,895,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
896,896,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
897,897,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
898,898,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
899,899,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
900,900,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
901,901,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
902,902,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
903,903,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
904,904,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
905,905,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
906,906,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
907,907,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
908,908,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
909,909,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
910,910,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
911,911,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
912,912,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
913,913,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
914,914,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
915,915,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
916,916,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
917,917,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
918,918,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
919,919,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
920,920,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
921,921,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
922,922,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
923,923,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
924,924,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
925,925,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
926,926,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
927,927,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
928,928,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
929,929,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
930,930,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
931,931,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
932,932,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
933,933,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
934,934,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
935,935,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
936,936,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
937,937,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
938,938,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
939,939,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
940,940,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
941,941,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
942,942,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
943,943,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
944,944,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
945,945,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
946,946,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
947,947,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
948,948,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
949,949,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
950,950,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
951,951,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
952,952,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
953,953,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
954,954,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
955,955,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
956,956,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
957,957,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
958,958,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
959,959,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
960,960,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
961,961,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
962,962,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
963,963,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
964,964,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
965,965,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
966,966,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
967,967,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
968,968,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,1,1,1
969,969,0,66733682,1,00000000,0,7e72bd45,249,245,245,0,0,1,01,01,0,1,1
970,970,0,66733682,1,00000000,0,7e72bd45,249,246,246,0,0,1,01,01,0,1,1
971,971,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
972,972,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
973,973,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
974,974,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
975,975,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
976,976,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,1,1,1
977,977,0,66733682,1,00000000,0,9672e350,249,246,246,0,0,1,01,01,0,1,1
978,978,0,66733682,1,00000000,0,9672e350,249,247,247,0,0,1,01,01,0,1,1
979,979,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
980,980,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
981,981,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
982,982,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
983,983,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
984,984,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,1,1,1
985,985,0,66733682,1,00000000,0,6e73306d,249,247,247,0,0,1,01,01,0,1,1
986,986,0,66733682,1,00000000,0,6e73306d,249,248,248,0,0,1,01,01,0,1,1
987,987,0,66733682,1,00000000,0,66733682,249,248,248,0,0,1,01,01,0,1,1
988,988,0,66733682,1,00000000,0,66733682,249,249,249,1,0,1,01,01,0,1,1
989,989,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
990,990,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
991,991,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
992,992,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
993,993,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
994,994,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
995,995,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
996,996,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
997,997,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
998,998,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
999,999,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
1000,1000,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
1001,1001,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
1002,1002,0,66733682,1,00000000,0,8710f992,249,249,249,1,0,1,01,01,0,0,0
