Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_data[28:0],tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/matching_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/readout_fifo_full,tdc_decoder_top_inst/inst_event_builder_triggerless/event_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/event_data_ready,tdc_decoder_top_inst/inst_event_builder_triggerless/building_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/hit_count[9:0],tdc_decoder_top_inst/inst_event_builder_triggerless/state[5:0],tdc_decoder_top_inst/inst_event_builder_triggerless/nextstate[5:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
249,249,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
250,250,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
251,251,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
252,252,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
253,253,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
254,254,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
255,255,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
256,256,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
257,257,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
258,258,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
259,259,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
260,260,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
261,261,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
262,262,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
263,263,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
264,264,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
265,265,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
266,266,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
267,267,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
268,268,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
269,269,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
270,270,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
271,271,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
272,272,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
273,273,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
274,274,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
275,275,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
276,276,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
277,277,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
278,278,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
279,279,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
280,280,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
281,281,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
282,282,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
283,283,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
284,284,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
285,285,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
286,286,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
287,287,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
288,288,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
289,289,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
290,290,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
291,291,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
292,292,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
293,293,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
294,294,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
295,295,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
296,296,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
297,297,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
298,298,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
299,299,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
300,300,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
301,301,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
302,302,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
303,303,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
304,304,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
305,305,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
306,306,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
307,307,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
308,308,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
309,309,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
310,310,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
311,311,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
312,312,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
313,313,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
314,314,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
315,315,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
316,316,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
317,317,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
318,318,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
319,319,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
320,320,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
321,321,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
322,322,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
323,323,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
324,324,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
325,325,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
326,326,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
327,327,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
328,328,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
329,329,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
330,330,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
331,331,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
332,332,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
333,333,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
334,334,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
335,335,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
336,336,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
337,337,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
338,338,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
339,339,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
340,340,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
341,341,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
342,342,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
343,343,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
344,344,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
345,345,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
346,346,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
347,347,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
348,348,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
349,349,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
350,350,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
351,351,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
352,352,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
353,353,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
354,354,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
355,355,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
356,356,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
357,357,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
358,358,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
359,359,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
360,360,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
361,361,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
362,362,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
363,363,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
364,364,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
365,365,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
366,366,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
367,367,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
368,368,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
369,369,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
370,370,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
371,371,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
372,372,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
373,373,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
374,374,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
375,375,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
376,376,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
377,377,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
378,378,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
379,379,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
380,380,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
381,381,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
382,382,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
383,383,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
384,384,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
385,385,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
386,386,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
387,387,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
388,388,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
389,389,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
390,390,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
391,391,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
392,392,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
393,393,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
394,394,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
395,395,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
396,396,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
397,397,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
398,398,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
399,399,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
400,400,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
401,401,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
402,402,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
403,403,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
404,404,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
405,405,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
406,406,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
407,407,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
408,408,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
409,409,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
410,410,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
411,411,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
412,412,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
413,413,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
414,414,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
415,415,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
416,416,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
417,417,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
418,418,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
419,419,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
420,420,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
421,421,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
422,422,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
423,423,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
424,424,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
425,425,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
426,426,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
427,427,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
428,428,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
429,429,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
430,430,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
431,431,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
432,432,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
433,433,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
434,434,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
435,435,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
436,436,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
437,437,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
438,438,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
439,439,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
440,440,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
441,441,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
442,442,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
443,443,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
444,444,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
445,445,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
446,446,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
447,447,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
448,448,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
449,449,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
450,450,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
451,451,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
452,452,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
453,453,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
454,454,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
455,455,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
456,456,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
457,457,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
458,458,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
459,459,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
460,460,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
461,461,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
462,462,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
463,463,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
464,464,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
465,465,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
466,466,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
467,467,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
468,468,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
469,469,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
470,470,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
471,471,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
472,472,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
473,473,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
474,474,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
475,475,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
476,476,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
477,477,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
478,478,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
479,479,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
480,480,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
481,481,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
482,482,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
483,483,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
484,484,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
485,485,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
486,486,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
487,487,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
488,488,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
489,489,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
490,490,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
491,491,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
492,492,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
493,493,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
494,494,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
495,495,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
496,496,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
497,497,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
498,498,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
499,499,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
500,500,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
501,501,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
502,502,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
503,503,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
504,504,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
505,505,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
506,506,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
507,507,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
508,508,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
509,509,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
510,510,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
511,511,0,1,1e41179a,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
512,512,1,0,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,02
513,513,0,0,1e4364c1,1,1,0000000000,0,0,0,0000000000,0,1,000,02,04
514,514,0,1,1e4364c1,0,1,0000000000,1,0,0,0000000000,0,1,000,04,04
515,515,0,1,1e4364c1,0,1,0000000000,1,0,0,0000000000,0,1,000,04,04
516,516,0,1,1e4364c1,0,1,0000000000,1,0,0,0000000000,0,1,000,04,04
517,517,0,1,1e4364c1,0,1,0000000000,1,0,0,0000000000,0,1,000,04,04
518,518,0,1,1e4364c1,0,1,0000000000,1,0,0,0000000000,0,1,000,04,04
519,519,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,1,000,04,08
520,520,0,1,1e4364c1,0,1,0000000000,0,0,0,a01e4364c1,1,1,000,08,10
521,521,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,1,000,10,20
522,522,0,1,1e4364c1,0,1,0000000000,0,0,0,c00f210000,1,0,000,20,01
523,523,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
524,524,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
525,525,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
526,526,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
527,527,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
528,528,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
529,529,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
530,530,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
531,531,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
532,532,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
533,533,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
534,534,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
535,535,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
536,536,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
537,537,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
538,538,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
539,539,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
540,540,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
541,541,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
542,542,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
543,543,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
544,544,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
545,545,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
546,546,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
547,547,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
548,548,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
549,549,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
550,550,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
551,551,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
