Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_ready,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_64b_decode[63:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/o_Kout[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_64b_decode_pre[63:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/o_Kout_pre[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_ready_r[1:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_start[1:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_valid,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_1[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_2[31:27],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_3[26:25],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_4[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1[24:8],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_valid,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_1[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_2[31:27],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_3[26:25],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_4[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2[24:8]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
76,76,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
77,77,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
78,78,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
79,79,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
80,80,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
81,81,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
82,82,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
83,83,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
84,84,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
85,85,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
86,86,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
87,87,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
88,88,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
89,89,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
90,90,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
91,91,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
92,92,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
93,93,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
94,94,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
95,95,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
96,96,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
97,97,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
98,98,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
99,99,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
100,100,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
101,101,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
102,102,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
103,103,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
104,104,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
105,105,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
106,106,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
107,107,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
108,108,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
109,109,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
110,110,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
111,111,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
112,112,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
113,113,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
114,114,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
115,115,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
116,116,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
117,117,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
118,118,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
119,119,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
120,120,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
121,121,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
122,122,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
123,123,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
124,124,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
125,125,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
126,126,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
127,127,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
128,128,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
129,129,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
130,130,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
131,131,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
132,132,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
133,133,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
134,134,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
135,135,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
136,136,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
137,137,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
138,138,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
139,139,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
140,140,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
141,141,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
142,142,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
143,143,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
144,144,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
145,145,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
146,146,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
147,147,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
148,148,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
149,149,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
150,150,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
151,151,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
152,152,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
153,153,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
154,154,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
155,155,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
156,156,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
157,157,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
158,158,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
159,159,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
160,160,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
161,161,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
162,162,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
163,163,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
164,164,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
165,165,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
166,166,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
167,167,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
168,168,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
169,169,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
170,170,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
171,171,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
172,172,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
173,173,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
174,174,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
175,175,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
176,176,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
177,177,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
178,178,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
179,179,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
180,180,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
181,181,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
182,182,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
183,183,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
184,184,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
185,185,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
186,186,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
187,187,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
188,188,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
189,189,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
190,190,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
191,191,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
192,192,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
193,193,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
194,194,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
195,195,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
196,196,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
197,197,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
198,198,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
199,199,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
200,200,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
201,201,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
202,202,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
203,203,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
204,204,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
205,205,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
206,206,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
207,207,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
208,208,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
209,209,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
210,210,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
211,211,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
212,212,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
213,213,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
214,214,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
215,215,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
216,216,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
217,217,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
218,218,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
219,219,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
220,220,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
221,221,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
222,222,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
223,223,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
224,224,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
225,225,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
226,226,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
