Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_ready,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_64b_decode[63:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/o_Kout[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_64b_decode_pre[63:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/o_Kout_pre[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_ready_r[1:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/data_start[1:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_valid,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_1[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_2[31:27],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_3[26:25],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1_4[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_1[24:8],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_valid,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_1[31:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_2[31:27],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_3[26:25],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2_4[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_channel_align_32b/chnl_data_2[24:8]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
378,378,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
379,379,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
380,380,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
381,381,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
382,382,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
383,383,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
384,384,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
385,385,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
386,386,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
387,387,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
388,388,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
389,389,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
390,390,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
391,391,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
392,392,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
393,393,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
394,394,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
395,395,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
396,396,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
397,397,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
398,398,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
399,399,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
400,400,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
401,401,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
402,402,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
403,403,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
404,404,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
405,405,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
406,406,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
407,407,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
408,408,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
409,409,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
410,410,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
411,411,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
412,412,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
413,413,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
414,414,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
415,415,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
416,416,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
417,417,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
418,418,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
419,419,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
420,420,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
421,421,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
422,422,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
423,423,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
424,424,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
425,425,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
426,426,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
427,427,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
428,428,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
429,429,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
430,430,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
431,431,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
432,432,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
433,433,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
434,434,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
435,435,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
436,436,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
437,437,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
438,438,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
439,439,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
440,440,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
441,441,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
442,442,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
443,443,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
444,444,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
445,445,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
446,446,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
447,447,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
448,448,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
449,449,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
450,450,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
451,451,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
452,452,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
453,453,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
454,454,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
455,455,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
456,456,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
457,457,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
458,458,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
459,459,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
460,460,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
461,461,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
462,462,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
463,463,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
464,464,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
465,465,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
466,466,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
467,467,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
468,468,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
469,469,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
470,470,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
471,471,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
472,472,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
473,473,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
474,474,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
475,475,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
476,476,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
477,477,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
478,478,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
479,479,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
480,480,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
481,481,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
482,482,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
483,483,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
484,484,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
485,485,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
486,486,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
487,487,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
488,488,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
489,489,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
490,490,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
491,491,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
492,492,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
493,493,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
494,494,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
495,495,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
496,496,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
497,497,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
498,498,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
499,499,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
500,500,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
501,501,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
502,502,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
503,503,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
504,504,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
505,505,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
506,506,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
507,507,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
508,508,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
509,509,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
510,510,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
511,511,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
512,512,1,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
513,513,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
514,514,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
515,515,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
516,516,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
517,517,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
518,518,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
519,519,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
520,520,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
521,521,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
522,522,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
523,523,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
524,524,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
525,525,0,1,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
526,526,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,1,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
527,527,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,2,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
528,528,0,0,bcbcbcbcbcbcbcbc,ff,bcbcbcbcbcbcbcbc,ff,0,0,0,00000000,00,0,00,00000,0,00000000,00,0,00,00000
